Name	Description	Lat	Long
Brian Mullen	New York	40.71565	-74.00401
Jim Wiemer	Sudbury	46.488995	-81.003606
Roberto Romano	Montreal	45.511528	-73.550721
Andy Brickley	Melrose	42.458342	-71.06591
Kelly Kisio	Red Deer	52.267767	-113.811302
Rich Sutter	Viking	53.096111	-111.776351
Dean Kennedy	Redvers	49.577204	-101.699164
Dave Poulin	Timmins	48.477266	-81.331374
Gord Dineen	Toronto	43.652976	-79.382856
Mats Naslund	Timra		
Dave Brown	Saskatoon	52.13249	-106.683119
Randy Ladouceur	Brockville	44.589491	-77.684678
Jim Kyte	Ottawa	45.420543	-75.691767
Randy Gilhen	Winnipeg	49.898957	-97.136776
Gary Leeman	Wilcox	50.097929	-104.722594
David Shaw	St. Thomas	42.777761	-81.182008
Michel Petit	St. Malo	45.199537	-71.500507
Jamie Macoun	Hamilton	43.253309	-103.868105
Craig Ludwig	Rhinelander	45.636451	-89.411511
Brian Bellows	St. Catharines	43.159613	-79.243707
Murray Craven	Medicine Hat	50.040168	-110.67609
Mike Eagles	Sussex	45.72407	-65.510916
Ron Sutter	Viking	53.096111	-111.776351
Mike Vernon	Calgary	51.045074	-114.059049
Pat Verbeek	Sarnia	42.974013	-82.402011
Phil Housley	Saint Paul	44.953194	-93.090604
Scott Stevens	Kitchener	43.434673	-80.478375
Dave Andreychuk	Hamilton	43.253309	-79.868105
Grant Sasser	Portland	45.523437	-122.676051
Tony Stiles	Carstairs	51.56488	-114.09868
Mike Heidt	Calgary	51.045074	-114.059049
Dean Clark	St. Albert	53.630626	-113.62666
Perry Pelensky	Edmonton	53.544455	-113.490859
Darrell Anholt	Amisk	52.564616	-111.056934
Keith Hanson	Bemidji	47.473179	-94.881632
Dave Allison	Fort Frances	48.61002	-93.395052
Michel Lauen	Edina	44.890087	-93.350174
John Johannson	Rochester	44.023643	-92.464693
Steve Stoyanovich	London	42.98782	-81.241753
Bruce Dowie	Oakville	43.467542	-79.687181
Darren Lowe	Toronto	43.652976	-79.382856
Bob Laforest	Welland	42.991536	-79.246783
Tom Thornbury	Lindsay	44.356604	-78.740553
Jocelyn Gauvreau	Masham	45.64448	-76.013875
Dean DeFazio	Ottawa	45.420543	-75.691767
Brian Johnson	Montreal	45.511528	-73.550721
Ross Yates	Montreal	45.511528	-73.550721
Dean Jenkins	Billerica	42.558127	-71.270514
Jyrki Seppa	Tampere		
Doug Kostynski	Castlegar	49.324521	-117.659312
Brian Ford	Edmonton	53.544455	-113.490859
Rocky Trottier	Val Marie	49.246356	-107.728912
Andre Hidi	Toronto	43.652976	-79.382856
Larry Landon	Niagara Falls	43.089796	-79.088035
Claude Verret	Lachine	45.44521	-73.685071
Mark Fusco	Burlington	42.504502	-71.196657
Dan Brennan	Dawson Creek	55.75979	-120.23606
David Jensen	Minneapolis	44.983812	-93.26872
Marc Behrend	Madison	43.073458	-89.401614
Len Hachborn	Brantford	43.138841	-89.265139
Normand Baron	Verdun	45.455173	-73.569546
Chris Langevin	Montreal	45.511528	-73.550721
Rich Costello	Framingham	42.278515	-71.416141
Tom O'Regan	Cambridge	42.373571	-71.109906
Don Dietrich	Deloraine	49.192955	-100.493975
Alan Hepple	Blaydon-On-Tyre		
Peter Andersson	Federtalve		
Bo Berglund	Sjavelad		
Jim Camazzola	Burnaby	49.2293	-123.002115
Gary Sampson	Atikokan	48.757169	-91.625521
Grant Martin	Smooth Rock Falls	49.27589	-81.620251
Greg Britz	Buffalo	42.886492	-78.878606
Tom McMurchy	Burnaby	49.2293	-123.002115
Dave Donnelly	Edmonton	53.544455	-113.490859
Taylor Hall	Regina	50.454439	-104.605965
Gord Sherven	Weyburn	49.663566	-103.853004
Tom Hirsch	Minneapolis	44.983812	-93.26872
Norm Schmidt	Sault Ste. Marie	46.521978	-84.344115
Steve Graves	Trenton	44.101884	-77.576009
Mitch Lamoureux	Ottawa	45.420543	-75.691767
Jean-Marc Lanthier	Montreal	45.511528	-73.550721
Steve Penney	Ste. Foy	46.782059	-71.286121
Raimo Summanen	Jyvaskyla		
Jim Playfair	Ft. St. James	54.443798	-124.253925
Ken Yaremchuk	Edmonton	53.544455	-113.490859
Lane Lambert	Swift Current	50.285397	-107.797529
Perry Ganchar	Saskatoon	52.13249	-106.683119
Bob Janecyk	Chicago	41.877077	-87.628987
Steve Richmond	Chicago	41.877077	-87.628987
Dan Frawley	Sturgeon Falls	46.37312	-79.932047
Kent Carlson	Concord	43.20866	-71.537371
Hakan Loob	Slite		
Todd Charlesworth	Calgary	51.045074	-114.059049
Ron Scott	Guelph	43.545259	-80.249781
Bruce Cassidy	Ottawa	45.420543	-75.691767
Bob Brooke	Acton	42.485029	-71.433125
Billy O'Dwyer	South Boston	42.338412	-71.047074
Daryl Stanley	Winnipeg	49.898957	-97.136776
Peter Sundstrom	Skelleftea		
Bob Mason	International Falls	48.602265	-93.40477
Alfie Turcotte	Gary	41.592654	-87.346892
Paul Guay	Providence	41.824412	-71.412413
John Chabot	Summerside	46.393206	-63.789885
Neil Sheehy	Fort Frances	48.61002	-93.395052
Scott Bjugstad	Saint Paul	44.953194	-93.090604
Greg Johnston	Barrie	44.389977	-79.690598
Nevin Markwart	Toronto	43.652976	-79.382856
Richard Kromm	Trail	49.096384	-117.711991
Lyndon Byers	Saskatoon	52.13249	-106.683119
Colin Patterson	Rexdale	43.728578	-79.573928
Brian Lawton	New Brunswick	40.485505	-74.451525
Carey Wilson	Winnipeg	49.898957	-97.136776
Jan Erixon	Skelleftea		
Greg Paslawski	Kindersley	51.467609	-109.15465
Dave Tippett	Moosomin	50.143711	-101.666724
Bryan Erickson	Roseau	48.846251	-95.762933
Brian Curran	Toronto	43.652976	-79.382856
Andrew McBain	Toronto	43.652976	-79.382856
Mario Gosselin	Thetford Mines	46.102206	-71.305171
Mike McPhee	Sydney	46.137046	-60.193456
Troy Loney	Bow Island	49.869804	-111.377348
Dirk Graham	Regina	50.454439	-104.605965
Sylvain Turgeon	Rouyn-Noranda	48.234054	-79.018812
Gord Donnelly	Montreal	45.511528	-73.550721
Cam Neely	Comox	49.673478	-124.928211
John Tucker	Windsor	42.314259	-83.037386
Allan Bester	Hamilton	43.253309	-80.868105
Phil Bourque	Chelmsford	42.599922	-71.367518
Dean Evason	Winnipeg	49.898957	-97.136776
Jon Casey	Grand Rapids	47.237015	-93.530275
Adam Creighton	Burlington	43.325011	-80.79797
Patrick Flatley	Toronto	43.652976	-79.382856
Dan Quinn	Ottawa	45.420543	-75.691767
Sergio Momesso	Montreal	45.511528	-73.550721
Kelly Hrudey	Edmonton	53.544455	-113.490859
Pat LaFontaine	St. Louis	38.625549	-90.194576
Bruce Driver	Toronto	43.652976	-79.382856
Bob Errey	Montreal	45.511528	-73.550721
Russ Courtnall	Duncan	48.778733	-123.707622
Doug Lidster	Kamloops	50.675879	-120.326276
Bob Rouse	Surrey	49.186183	-122.818518
Marty McSorley	Hamilton	43.253309	-110.868105
Ken Wregget	Brandon	49.848577	-99.950312
Geoff Courtnall	Victoria	48.428388	-123.365627
Dave Reid	Toronto	43.652976	-79.382856
Bobby Dollas	Montreal	45.511528	-73.550721
John MacLean	Oshawa	43.896099	-78.864618
Ken Daneyko	Edmonton	53.544455	-113.490859
Doug Gilmour	Kingston	44.230449	-76.487058
Tom Barrasso	Boston	42.357025	-71.063509
James Patrick	Winnipeg	49.898957	-97.136776
Steve Yzerman	Cranbrook	49.512539	-115.769015
Claude Lemieux	Buckingham	45.586615	-75.416751
Chris Chelios	Chicago	41.877077	-87.628987
Bruce Holloway	Revelstoke	50.998135	-118.194244
Mike Zanier	Trail	49.096384	-117.711991
Rob Geale	Edmonton	53.544455	-113.490859
Vern Smith	Lethbridge	49.695619	-112.840572
Todd Bergen	Prince Albert	53.203668	-105.7538
Jeff Teal	Edina	44.88954	-93.350303
Steve Seguin	Cornwall	45.020753	-82.73145
Don Sylvestri	Sudbury	46.489941	-81.007726
Wayne Groulx	Welland	42.991536	-79.246783
Roger Belanger	St. Catharines	43.159613	-79.243707
Ed Lee	Bristol	41.677239	-71.26548
Cam Plante	Brandon	49.848577	-99.950312
Frantisek Cernik	Novy Jicin		
Milan Chalupa	Oudolen		
Simo Saarinen	Helsinki		
Arto Javanainen	Pori		
Timo Jutila	Tampere		
Petteri Lehto	Turku		
Hannu Kamppuri			
Peter Loob	Karlstad		
Roger Hagglund	Umea		
Thomas Rundqvist	Vimmerby		
Darren Jensen	Creston	49.095736	-116.513607
Roger Kortko	Rosthern	52.662462	-106.331821
Claude Julien	Blind River	46.185496	-82.960835
Paul Pooley	Exeter	43.345751	-81.479938
Scott Howson	Toronto	43.652976	-79.382856
Dan McFall	Kenmore	42.965937	-78.870232
Randy Heath	Vancouver	49.260787	-123.112918
Mitch Wilson	Kelowna	49.888413	-119.489681
Jim Archibald	Craik	51.052126	-105.822359
Mark Hamway	Detroit	42.33241	-83.047363
Mike Sands	Sudbury	46.488995	-81.003606
Mike Rowe	Kingston	44.230449	-76.487058
Yves Courteau	Montreal	45.511528	-73.550721
Gates Orlando	Montreal	45.511528	-73.550721
Cleon Daskalakis	Boston	42.357025	-71.063509
Uli Hiemer	Fuessen		
Mats Thelin	Stockholm		
Ron Handy	Toronto	43.652976	-79.382856
Mike Stothers	Toronto	43.652976	-79.382856
David Jensen	Needham	42.280892	-71.245884
Frank Simonetti	Melrose	42.458342	-71.06591
Craig Redmond	Dawson Creek	55.75979	-120.23606
Darren Pang	Meaford	44.606145	-80.594448
Darren Eliot	Milton	43.518402	-79.876518
Brian Wilks	Toronto	43.652976	-79.382856
Chris Clifford	Kingston	44.230449	-76.487058
Steve Rooney	Canton	42.157515	-71.144496
Dale Henry	Prince Albert	53.203668	-105.7538
Chris Pryor	St. Paul	44.953315	-93.090776
Ken Leiter	Detroit	42.33241	-83.047363
Mike Stevens	Kitchener	43.434673	-80.478375
Don Biggs	Mississauga	43.588039	-79.64253
Bruce Bell	Toronto	43.104333	-79.421096
Tom Martin	Victoria	48.428388	-123.365627
Daryl Reaugh	Prince George	53.918205	-122.748299
Normand Lacombe	Pierrefonds	45.485699	-73.85357
Mark Kumpel	Wakefield	42.503566	-71.072376
Derek Laxdal	Stonewall	50.13513	-97.327736
Craig Coxe	Chula Vista	32.625695	-117.011751
Jeff Jackson	Chatham	42.407626	-87.185303
Paul Fenton	Springfield	42.101251	-72.589815
Alan Kerr	Hazelton	55.257008	-127.671942
Perry Berezan	Edmonton	53.544455	-113.490859
Ken Hammond	London	42.98782	-81.241753
Gino Cavallini	Toronto	43.652976	-79.382856
Petri Skriko	Laapeenranta		
Derrick Smith	Scarborough	43.776935	-79.231481
Brian Benning	Edmonton	53.544455	-113.490859
Tom Kurvers	Minneapolis	44.983812	-93.26872
Peter Taglianetti	Framingham	42.278515	-71.416141
Gerard Gallant	Summerside	46.393206	-63.789885
Rick Zombo	Des Plaines	42.032811	-87.88266
Wayne Presley	Dearborn	42.321962	-83.176588
Bob Halkidis	Toronto	43.104333	-79.421096
Joel Otto	St. Cloud	45.557468	-94.166978
Al Iafrate	Dearborn	42.321962	-83.176588
Joey Kocur	Kelvington	52.166638	-103.529351
Dave Gagner	Chatham	42.407626	-84.185303
Kelly Miller	Detroit	42.33241	-83.047363
Peter Zezel	Toronto	43.652976	-79.382856
Mike Hough	Montreal	45.511528	-73.550721
Esa Tikkanen	Helsinki		
Tomas Sandstrom	Jakobstad		
Doug Bodger	Chemainus	48.930692	-123.733984
Ed Olczyk	Chicago	41.877077	-87.628987
Shawn Burr	Sarnia	42.974013	-82.402011
Dave Ellett	Cleveland	41.499314	-81.69453
Ulf Samuelsson	Fagersta		
Greg Adams	Nelson	49.49278	-117.29417
Gerald Diduck	Sherwood Park	53.54172	-113.295494
Kevin Hatcher	Detroit	42.33241	-83.047363
J.J. Daigneault	Montreal	45.511528	-73.550721
Garry Galley	Montreal	45.511528	-73.550721
Petr Svoboda	Most		
Steve Smith	Glasgow		
Ray Ferraro	Trail	49.096384	-117.711991
Rick Tocchet	Scarborough	43.776935	-79.231481
Stephane Richer	Buckingham	45.586615	-75.416751
Grant Ledyard	Winnipeg	49.898957	-97.136776
Todd Gill	Brockville	44.589491	-76.684678
Kirk Muller	Kingston	44.230449	-76.487058
Sylvain Cote	Quebec City	46.803455	-71.242647
Kevin Dineen	Quebec City	46.803455	-71.242647
Patrick Roy	Quebec City	46.803455	-71.242647
Marc Bergevin	Montreal	45.511528	-73.550721
Steve Thomas	Stockport		
Mario Lemieux	Montreal	45.511528	-73.550721
Ryan Stewart	Kelowna	49.888413	-119.489681
Tim Friday	Burbank	34.18059	-118.308817
Glenn Johannesen	North Battleford	52.776322	-108.29849
Terry Kleisinger	Regina	50.454439	-104.605965
Chris Pusey	Brantford	43.138841	-100.265139
Ted Speers	Ann Arbor	42.280433	-83.745071
Ray Staszak	Philadelphia	39.951722	-75.161635
Dominic Campedelli	Cohasset	42.24145	-70.802896
Risto Jalo	Humppila		
Anssi Melametsa	Jyvaskyla		
Victor Posa	Ban		
Jim Leavins	Dinsmore	51.331926	-107.446884
Randy Smith	Saskatoon	52.13249	-106.683119
Robin Bartell	Drake	51.745849	-105.012648
Mike Posavad	Brantford	43.138841	-99.265139
Richard Hajdu	Victoria	48.428388	-123.365627
Emanuel Viveiros	St. Albert	53.630626	-113.62666
Randy Bucyk	Edmonton	53.544455	-113.490859
Darrell May	Edmonton	53.544455	-113.490859
Rob Whistle	Thunder Bay	48.382269	-89.246933
Mark LaVarre	Evanston	42.045225	-87.688421
Kraig Nienhuis	Sarnia	42.974013	-82.402011
Neal Coulter	Toronto	43.652976	-79.382856
Dan Dorion	Astoria	40.762443	-73.929856
Yves Beaudoin	Pointe-aux-Trembles	45.65291	-73.510821
Daniel Poudrier	Thetford Mines	46.102206	-71.305171
Lyle Phair	Pilot Mound	49.202297	-98.893107
Dwight Mathiasen	Brandon	49.848577	-99.950312
Paul Houck	Vancouver	49.260787	-123.112918
Ari Haanpaa	Nokia		
Kjell Dahlin	Timra		
Dave Pasin	Edmonton	53.544455	-113.490859
Dan Hodgson	Fort McMurray	56.726795	-111.379333
Selmar Odelein	Quill Lake	52.069908	-104.256454
Chris Cichocki	Detroit	42.33241	-83.047363
Marc D'Amour	Sudbury	46.488995	-81.003606
Jim Hofford	Sudbury	46.488995	-81.003606
Trevor Stienburg	Kingston	44.230449	-76.487058
Dale Dunbar	Winthrop	42.377912	-70.981054
Bill Watson	Pine Falls	50.565316	-96.208381
Miroslav Ihnacak	Poprad		
Raimo Helminen	Tampere		
Steve Dykstra	Edmonton	53.544455	-113.490859
Al Tuer	Regina	50.454439	-104.605965
Dale DeGray	Oshawa	43.896099	-78.864618
Shawn Evans	Kingston	44.230449	-76.487058
Sam St. Laurent	Arvida	48.425701	-71.184277
Ville Siren	Tampere		
Michael Thelven			
David Latta	Thunder Bay	48.382269	-89.246933
Alain Chevrier	Cornwall	45.020753	-74.73145
Kari Takko	Uusikaupunki		
Chris Jensen	Fort St. John	56.251957	-120.843712
Alan Stewart	Fort St. John	56.251957	-120.843712
John Kordic	Edmonton	53.544455	-113.490859
Ed Kastelic	Toronto	43.652976	-79.382856
Jay Miller	Wellesley	42.30651	-71.284866
Craig Duncanson	Sudbury	46.488995	-81.003606
Doug Evans	Peterborough	44.308684	-78.320081
John Carter	Winchester	42.452284	-71.13764
Brad Berry	Bashaw	52.579877	-112.974626
David Bruce	Thunder Bay	48.382269	-89.246933
David Maley	Beaver Dam	43.457351	-88.836233
Larry DePalma	Trenton	42.139454	-83.179182
Yvon Corriveau	Welland	42.991536	-79.246783
Mark Laforest	Welland	42.991536	-79.246783
Herb Raglan	Peterborough	44.308684	-78.320081
Daniel Berthiaume	Longueuil	45.537833	-73.510396
Alain Cote	Montmagny	46.979523	-70.559524
Pelle Eklund	Stockholm		
Craig Simpson	London	42.98782	-81.241753
Wendell Young	Halifax	44.649756	-78.575912
Mikko Makela	Tampere		
Mark Lamb	Swift Current	50.285397	-107.797529
Chris Dahlquist	Fridley	45.085321	-93.262681
Jim Sandlak	Kitchener	43.434673	-80.478375
Brad Dalgarno	Vancouver	49.260787	-123.112918
Mike Lalor	Fort Erie	42.902415	-78.971694
Steven Finn	Laval	45.606183	-73.712599
Mike Ridley	Winnipeg	49.898957	-97.136776
Jim Johnson	New Hope	45.03786	-93.387297
Craig Wolanin	Grosse Pointe	42.386294	-82.912032
Brian Bradley	Kitchener	43.434673	-80.478375
Peter Douris	Toronto	43.652976	-79.382856
Randy Burridge	Fort Erie	42.902415	-78.971694
Jeff Brown	Ottawa	45.420543	-75.691767
Dana Murzyn	Calgary	51.045074	-114.059049
Brad Shaw	Cambridge	43.361377	-80.314735
Jeff Beukeboom	Ajax	43.851075	-79.019381
Petr Klima	Chaomutov		
Kjell Samuelsson	Tyngsryd		
Brian Skrudland	Peace River	56.234413	-117.288749
Bob Bassen	Calgary	51.045074	-114.059049
Wendel Clark	Kelvington	52.166638	-103.529351
Daren Puppa	Kirkland Lake	48.150969	-80.03312
Steve Leach	Cambridge	42.373571	-71.109906
Bill Ranford	Brandon	49.848577	-99.950312
Mikael Andersson	Malmo		
Kirk McLean	Willowdale	43.771274	-79.419952
Glenn Healy	Pickering	43.838081	-79.088196
Gary Suter	Madison	43.073458	-89.401614
Bob Probert	Windsor	42.314259	-83.037386
Joe Reekie	Victoria	48.428388	-123.365627
Doug Houda	Blairmore	49.607297	-114.435582
Craig Billington	London	42.98782	-81.241753
Cliff Ronning	Burnaby	49.2293	-123.002115
Dave Lowry	Sudbury	46.488995	-81.003606
Shayne Corson	Barrie	44.389977	-79.690598
Adam Oates	Weston	43.700286	-79.515009
Brett Hull	Belleville	44.163313	-77.386545
Scott Mellanby	Montreal	45.511528	-73.550721
Craig Endean	Kamloops	50.675879	-120.326276
Colin Chisholm	Calgary	51.045074	-114.059049
Darin Sceviour	Lacombe	52.462987	-113.729177
Doug Trapp	Balcarres	50.8019	-103.544901
Sean Toomey	St. Paul	44.953315	-93.090776
Paul Brydges	Guelph	43.545259	-80.249781
Yves Heroux	Terrebonne	45.693294	-73.633517
Karl Friesen	Winnipeg	49.898957	-97.136776
Ron Talakoski	Thunder Bay	48.382269	-89.246933
Lee Giffin	Chatham	42.407626	-85.185303
Mike Dark	Sarnia	42.974013	-82.402011
Doug Dadswell	Scarborough	43.776935	-79.231481
Ted Fauss	Clinton	43.048388	-75.378691
Jeff Sharples	Terrace	54.518582	-128.603162
Glen Seabrooke	Peterborough	44.308684	-78.320081
Bob Logan	Montreal	45.511528	-73.550721
Scott Shaunessy	Newport	41.489711	-71.312838
Joel Baillargeon	Charlesbourg	46.877522	-71.282602
Dale Krentz	Steinbach	49.526268	-96.684307
Hannu Jarvenpaa	Ilves		
Anders Carlsson	Gavle		
Tim Lenardon	Trail	49.096384	-117.711991
Gordie Walker	Castlegar	49.324521	-117.659312
Peter Dineen	Kingston	44.230449	-76.487058
Ken Quinney	New Westminster	49.204145	-122.919914
Jeff Parker	St. Paul	44.953315	-93.090776
Iain Duncan	Toronto	43.652976	-79.382856
Mike Millar	St. Catharines	43.159613	-79.243707
Max Middendorf	Syracuse	43.048533	-76.147691
Steve Guenette	Gloucester	45.448908	-75.595073
Gilles Thibaudeau	Montreal	45.511528	-73.550721
Everett Sanipass	Big Cove	46.587331	-64.985544
Jari Gronstrand	Tampere		
Wayne Van Dorp	Burnaby	49.2293	-123.002115
Kevan Guy	Edmonton	53.544455	-113.490859
Richard Zemlak	Wynyard	51.765282	-104.179204
Scott Sandelin	Hibbing	47.426991	-92.939017
Brad Jones	Sterling Heights	42.580038	-83.035864
Brian Dobbin	Petrolia	42.881967	-82.144394
Kevin Maguire	Toronto	43.652976	-79.382856
Dan Vincelette	Verdun	45.455173	-73.569546
Troy Gamble	New Glasgow	45.587026	-62.644878
Ken Priestlay	Vancouver	49.260787	-123.112918
Jay Caufield	Philadelphia	39.951722	-75.161635
Jim Agnew	Deloraine	49.192955	-100.493975
Jim Thomson	Edmonton	53.544455	-113.490859
Allen Pedersen	Fort Saskatchewan	53.700739	-113.209371
Jeff Greenlaw	Alymer	42.773003	-80.982744
Mark Freer	Toronto	43.104333	-79.421096
Jason Lafreniere	St. Catharines	43.159613	-79.243707
Eldon "Pokey" Reddick	Halifax	44.649756	-75.575912
Jeff Chychrun	La Salle	45.428597	-73.631359
John Stevens	Campbellton	48.007793	-66.670838
Gord Mark	Edmonton	53.544455	-113.490859
Mark Ferner	Regina	50.454439	-104.605965
Mike Hartman	Detroit	42.33241	-83.047363
Shawn Anderson	Montreal	45.511528	-73.550721
John LeBlanc	Campbellton	48.007793	-66.670838
Christian Ruuttu	Lappeenranta		
Brad Lauer	Humboldt	52.202175	-105.122725
Jimmy Carson	Southfield	42.472405	-83.222357
Paul Cavallini	Toronto	43.652976	-79.382856
Kerry Huffman	Peterborough	44.308684	-78.320081
Bob Sweeney	Boxboro	42.483233	-71.516173
Shane Churla	Fernie	49.504623	-115.063327
Todd Ewen	Saskatoon	52.13249	-106.683119
Mike Donnelly	Livonia	42.368592	-83.351329
Greg Smyth	Oakville	43.467542	-79.687181
Randy Wood	Princeton	40.356947	-74.666238
Norm Maciver	Thunder Bay	48.382269	-89.246933
Jocelyn Lemieux	Mont-Laurier	46.55074	-75.505378
Steve Chiasson	Barrie	44.389977	-79.690598
Terry Carkner	Smiths Falls	44.903823	-76.021739
Ron Hextall	Brandon	49.848577	-99.950312
Michal Pivonka	Kladno		
Derek King	Hamilton	43.253309	-100.868105
Mike Stapleton	Sarnia	42.974013	-82.402011
Joe Murphy	London	42.98782	-81.241753
Doug Brown	Southborough	42.305441	-71.524621
Chris Terreri	Providence	41.824412	-71.412413
Frank Musil	Pardubice		
Dave Manson	Prince Albert	53.203668	-105.7538
Steve Duchesne	Sept-Iles	50.21336	-66.376518
Craig Berube	Calahoo	53.715711	-113.958951
Tony Hrkac	Thunder Bay	48.382269	-89.246933
Uwe Krupp	Cologne		
Fredrik Olausson	Dadesjo		
Kelly Buchberger	Langenburg	50.842327	-101.70095
Vincent Damphousse	Montreal	45.511528	-73.550721
Luc Robitaille	Montreal	45.511528	-73.550721
Joe Nieuwendyk	Oshawa	43.896099	-78.864618
Gary Roberts	North York	43.760977	-79.410756
Rick Boh	Dawson Creek	55.75979	-120.23606
Steve Nemeth	Calgary	51.045074	-114.059049
Dave Goertz	Edmonton	53.544455	-113.490859
Jim Ennis	Sherwood Park	53.54172	-113.295494
John Miner	Moose Jaw	50.391799	-105.536425
Todd McLellan	Melville	50.929508	-102.804478
Dan Woodley	Oklahoma City	35.464754	-97.51147
Todd Okerlund	Burnsville	44.767491	-93.278831
Pat Micheletti	Hibbing	47.426991	-92.939017
Guy Gosselin	Rochester	44.023643	-92.464693
Peter Bakovic	Thunder Bay	48.382269	-89.246933
Dan Gratton	Brantford	43.138841	-84.265139
Mike Vellucci	Farmington	42.464519	-83.376569
Pat Mayer	Royal Oak	42.508763	-83.151636
Mike Natyshak	Belle River	42.251915	-82.687302
Brett MacDonald	Bothwell	42.63158	-81.87235
Ken Duggan	London	42.98782	-81.241753
Kirk Tomlinson	Tottenham	44.022608	-79.805509
John English	Toronto	43.104333	-79.421096
George Servinis	Toronto	43.652976	-79.382856
Bill Terry	Toronto	43.652976	-79.382856
Mike Murray	Kingston	44.230449	-76.487058
David Saunders	Ottawa	45.420543	-75.691767
Denis Larocque	Hawkesbury	45.60719	-74.604866
Eric Germain	Quebec City	46.803455	-71.242647
Stephane Roy	Quebec City	46.803455	-71.242647
Scott Harlow	East Bridgewater	42.033451	-70.960049
Alain Raymond	Rimouski	48.433674	-68.519763
Shane MacEachern	Charlottetown	46.238953	-63.131711
Ron Shudra	Winnipeg	49.898957	-97.136776
Ian Kidd	Gresham	45.499981	-122.429274
Mike Berger	Edmonton	53.544455	-113.490859
Wally Schreiber	Edmonton	53.544455	-113.490859
Mike Rucinski	Wheeling	42.139021	-87.928525
Jeff Rohlicek	Park Ridge	42.011811	-87.84104
Paul Beraldo	Hamilton	43.252309	-79.868791
Marty Dallman	Niagara Falls	43.089796	-79.088035
Mike Walsh	New York	40.71565	-74.00401
Steven Fletcher	Montreal	45.511528	-73.550721
Magnus Roupe	Stockholm		
Mark Kachowski	Edmonton	53.544455	-113.490859
Bob Bodak	Thunder Bay	48.382269	-89.246933
Scott Metcalfe	Toronto	43.652976	-79.382856
Mike Richard	Toronto	43.652976	-79.382856
Chris McRae	Beaverton	44.429556	-79.153537
Todd Flichel	Osgoode	45.149133	-75.600849
Stephane Guerard	Sainte-Elisabeth	46.095657	-73.35112
Jean-Marc Richard	St. Raymond	46.889719	-71.834969
Mario Brunetta	Quebec	46.803455	-71.242647
Tommy Lehman	Stockholm		
Steve Gotaas	Camrose	53.022854	-112.828176
Warren Babe	Medicine Hat	50.040168	-110.67609
Mitch Messier	Regina	50.454439	-104.605965
Chris Felix	Bramalea	43.730007	-79.724477
Bruce Shoebottom	Mississauga	43.588039	-79.64253
Brad Aitken	Scarborough	43.776935	-79.231481
Simon Wheeldon	Vancouver	49.260787	-123.112918
Robert Nordmark	Lulea		
Rod Dallman	Quesnel	52.980966	-122.490561
Steve Martinson	Minnetonka	44.920472	-93.470643
Petr Prajsler	Hradec Kralove		
Jiri Hrdina	Prague		
Jock Callander	Regina	50.454439	-104.605965
Marc Fortier	Windsor	45.568905	-72.00562
Bob Joyce	Saint John	45.273542	-66.066471
David Mackey	New Westminster	49.204145	-122.919914
Wayne McBean	Calgary	51.045074	-114.059049
Frank Pietrangelo	Niagara Falls	43.089796	-79.088035
Rob Murphy	Hull	45.429158	-75.713009
Ken McRae	Winchester	45.090064	-75.353551
Kent Paynter	Summerside	46.393206	-63.789885
Claude Vilgrain	Port-Au-Prince		
Alan May	Barrhead	54.12315	-114.402313
Jose Charbonneau	Ferme-Neuve	46.702257	-75.456418
Vincent Riendeau	St. Hyacinthe	45.631819	-72.955405
Robert Dirk	Regina	50.454439	-104.605965
Pat Elynuik	Foam Lake	51.641957	-103.531823
Grant Jennings	Hudson Bay	52.856864	-102.388508
Don McSween	Detroit	42.33241	-83.047363
Daniel Marois	Montreal	45.511528	-73.550721
Bob Kudelski	Springfield	42.101251	-72.589815
Dave Archibald	Chilliwack	49.156999	-121.954663
Dave McLlwain	Seaforth	43.5537	-81.393467
Troy Crowder	Sudbury	46.488995	-81.003606
Brian Glynn	Iserlohn		
Mick Vukota	Saskatoon	52.13249	-106.683119
Peter Sidorkiewicz	Dabrown Bialostocka	53.653527	23.34773
Mark Tinordi	Red Deer	52.267767	-113.811302
Brent Fedyk	Yorkton	51.213424	-102.462645
Trent Yawney	Hudson Bay	52.856864	-102.388508
Jeff Reese	Brantford	43.138841	-101.265139
Craig Janney	Hartford	41.763767	-72.685237
Brian Noonan	Boston	42.357025	-71.063509
Ken Baumgartner	Flin Flon	54.765412	-101.876188
Rudy Poeschek	Terrace	54.518582	-128.603162
Zarley Zalapski	Edmonton	53.544455	-113.490859
Shawn Chambers	Sterling Heights	42.580038	-83.035864
Ray Sheppard	Petawawa	45.89743	-77.281287
Rob Brown	Kingston	44.230449	-76.487058
Ronnie Stern	St-Agathe	46.048344	-74.281109
Chris Joseph	Burnaby	49.2293	-123.002115
Mark Janssens	Surrey	49.186183	-122.818518
Kris King	Bracebridge	45.038568	-79.30664
Greg Hawgood	Edmonton	53.544455	-113.490859
Benoit Hogue	Repentigny	45.753671	-73.440224
Jeff Norton	Acton	42.485029	-71.433125
Kevin Stevens	Brockton	42.084129	-71.018222
Bill Houlder	Thunder Bay	48.382269	-89.246933
Adam Graves	Tecumseh	42.312125	-82.886433
Ulf Dahlen	Ostersund		
Jeff Finley	Edmonton	53.544455	-113.490859
Ron Tugnutt	Scarborough	43.776935	-79.231481
Calle Johansson	Goteborg		
